78		7.93907985574549E-7		0.00481188937373181		1.5846580017256951E-139
79		2.947190852475856E-7		0.001786297228780902		1.0029481023580352E-141
80		6.453278268947482E-5		0.3911342585326499		6.268425639737722E-144
81		6.523709061845295E-8		3.954030804879177E-4		3.8693985430479775E-146
82		1.2335573063015914E-7		7.476611146298803E-4		2.35938935551706E-148
83		2.2034797013681384E-6		0.011806288373955484		1.4213188888656992E-150
84		1.047283835542423E-6		0.004559503816542656		8.460231481343448E-153
85		2.617612135713543E-6		0.013331079156952868		4.97660675373144E-155
86		3.726472068699138E-7		0.0020521405644913946		2.8933760196113035E-157
87		1.2494137443530562E-6		0.007572717278434341		1.662859781385807E-159
88		3.3693294596570666E-6		0.01725623154453458		9.44806693969209E-162
89		4.5500117169083865E-5		0.2014280628046544		5.307902775107917E-164
90		4.630114689763154E-6		0.028063201378064288		2.948834875059954E-166
91		6.78417478516824E-6		0.041118995086900555		1.6202389423406345E-168
92		1.708251346443923E-5		0.08809982606984569		8.80564642576432E-171
93		3.595326288796663E-6		0.02179133184010031		4.734218508475442E-173
94		7.185692155409207E-6		0.03853987865046		2.5182013342954487E-175
95		7.026982048593533E-4		4.259065390879459		1.3253691233133945E-177
96		2.5961969240761995E-5		0.157355923080148		6.90296418392393E-180
97		9.376976832009554E-6		0.05683401098809399		3.558228960785532E-182
98		1.1705168129505505E-4		0.6093837676565602		1.815422939176292E-184
99		1.3605835641739006E-4		0.8246519386984106		9.168802723112588E-187
100		7.279631887302518E-5		0.44121968741557105		4.5844013615562956E-189
